player,game,round,current_score,round_score,placement,round_wins,game_wins,last_trick
Random2,1,8,73,5,2,0,1,False
Random3,1,8,39,1,1,0,0,False
Random4,1,8,21,1,2,0,0,False
Random1,1,9,-4,1,1,0,0,False
Random2,1,9,77,4,2,0,1,False
Random3,1,9,43,4,2,0,0,False
Random4,1,9,28,4,4,0,0,False
Random1,1,10,-4,0,2,0,0,False
Random2,1,10,97,20,4,0,1,False
Random3,1,10,48,5,3,0,0,False
Random4,1,10,19,5,1,0,0,False
Random1,1,10,-1,3,2,0,1,True
Random2,1,10,106,9,4,0,1,True
Random3,1,10,52,4,3,0,0,True
Random4,1,10,19,4,1,0,0,True
Random1,2,1,1,1,2,0,1,False
Random2,2,1,-10,-10,1,0,1,False
Random3,2,1,21,21,4,0,0,False
Random4,2,1,4,21,3,0,0,False
Random1,2,2,1,0,1,0,1,False
Random2,2,2,-10,0,1,0,1,False
Random3,2,2,33,12,4,0,0,False
Random4,2,2,8,12,3,0,0,False
Random1,2,3,15,14,4,0,1,False
Random2,2,3,-10,0,1,0,1,False
Random3,2,3,33,0,1,0,0,False
Random4,2,3,10,0,3,0,0,False
Random1,2,4,16,1,2,0,1,False
Random2,2,4,-2,8,4,0,1,False
Random3,2,4,40,7,3,0,0,False
Random4,2,4,10,7,1,0,0,False
Random1,2,5,8,-8,1,0,1,False
Random2,2,5,-2,0,2,0,1,False
Random3,2,5,50,10,3,0,0,False
Random4,2,5,24,10,4,0,0,False
Random1,2,6,8,0,2,0,1,False
Random2,2,6,15,17,4,0,1,False
Random3,2,6,53,3,3,0,0,False
Random4,2,6,20,3,1,0,0,False
Random1,2,7,22,14,4,0,1,False
Random2,2,7,15,0,1,0,1,False
Random3,2,7,55,2,3,0,0,False
Random4,2,7,20,2,1,0,0,False
Random1,2,8,22,0,1,0,1,False
Random2,2,8,28,13,4,0,1,False
Random3,2,8,58,3,3,0,0,False
Random4,2,8,20,3,1,0,0,False
Random1,2,9,22,0,2,0,1,False
Random2,2,9,28,0,2,0,1,False
Random3,2,9,79,21,4,0,0,False
Random4,2,9,15,21,1,0,0,False
Random1,2,10,22,0,2,0,1,False
Random2,2,10,27,-1,1,0,1,False
Random3,2,10,83,4,3,0,0,False
Random4,2,10,28,4,4,0,0,False
Random1,2,11,13,-9,1,0,1,False
Random2,2,11,51,24,4,0,1,False
Random3,2,11,84,1,3,0,0,False
Random4,2,11,28,1,2,0,0,False
Random1,2,12,13,0,1,0,1,False
Random2,2,12,55,4,3,0,1,False
Random3,2,12,84,0,1,0,0,False
Random4,2,12,40,0,4,0,0,False
Random1,2,13,7,-6,1,0,1,False
Random2,2,13,55,0,2,0,1,False
Random3,2,13,87,3,3,0,0,False
Random4,2,13,59,3,4,0,0,False
Random1,2,14,8,1,2,0,1,False
Random2,2,14,71,16,4,0,1,False
Random3,2,14,96,9,3,0,0,False
Random4,2,14,49,9,1,0,0,False
Random1,2,14,8,0,2,0,2,True
Random2,2,14,71,0,2,0,1,True
Random3,2,14,113,17,4,0,0,True
Random4,2,14,48,17,1,0,0,True
Random1,3,1,7,7,3,0,2,False
Random2,3,1,15,15,4,0,1,False
Random3,3,1,4,4,2,0,0,False
Random4,3,1,-10,4,1,0,0,False
Random1,3,2,7,0,1,0,2,False
Random2,3,2,18,3,2,0,1,False
Random3,3,2,14,10,4,0,0,False
Random4,3,2,-7,10,2,0,0,False
Random1,3,3,6,-1,1,0,2,False
Random2,3,3,18,0,2,0,1,False
Random3,3,3,31,17,4,0,0,False
Random4,3,3,-7,17,2,0,0,False
Random1,3,4,20,14,4,0,2,False
Random2,3,4,18,0,2,0,1,False
Random3,3,4,29,-2,1,0,0,False
Random4,3,4,-3,-2,3,0,0,False
Random1,3,5,20,0,1,0,2,False
Random2,3,5,26,8,3,0,1,False
Random3,3,5,37,8,3,0,0,False
Random4,3,5,-3,8,1,0,0,False
Random1,3,6,21,1,1,0,2,False
Random2,3,6,30,4,2,0,1,False
Random3,3,6,44,7,4,0,0,False
Random4,3,6,1,7,2,0,0,False
Random1,3,7,14,-7,1,0,2,False
Random2,3,7,31,1,2,0,1,False
Random3,3,7,50,6,3,0,0,False
Random4,3,7,17,6,4,0,0,False
Random1,3,8,18,4,3,0,2,False
Random2,3,8,53,22,4,0,1,False
Random3,3,8,50,0,2,0,0,False
Random4,3,8,7,0,1,0,0,False
Random1,3,9,18,0,2,0,2,False
Random2,3,9,71,18,4,0,1,False
Random3,3,9,57,7,3,0,0,False
Random4,3,9,-2,7,1,0,0,False
Random1,3,10,38,20,4,0,2,False
Random2,3,10,61,-10,1,0,1,False
Random3,3,10,60,3,2,0,0,False
Random4,3,10,1,3,2,0,0,False
Random1,3,11,38,0,2,0,2,False
Random2,3,11,61,0,2,0,1,False
Random3,3,11,78,18,4,0,0,False
Random4,3,11,-1,18,1,0,0,False
Random1,3,12,42,4,3,0,2,False
Random2,3,12,58,-3,1,0,1,False
Random3,3,12,78,0,2,0,0,False
Random4,3,12,14,0,4,0,0,False
Random1,3,13,42,0,1,0,2,False
Random2,3,13,58,0,1,0,1,False
Random3,3,13,80,2,3,0,0,False
Random4,3,13,28,2,4,0,0,False
Random1,3,14,51,9,3,0,2,False
Random2,3,14,52,-6,1,0,1,False
Random3,3,14,93,13,4,0,0,False
Random4,3,14,28,13,2,0,0,False
Random1,3,15,59,8,3,0,2,False
Random2,3,15,66,14,4,0,1,False
Random3,3,15,83,-10,1,0,0,False
Random4,3,15,32,-10,2,0,0,False
Random1,3,16,59,0,1,0,2,False
Random2,3,16,70,4,3,0,1,False
Random3,3,16,95,12,4,0,0,False
Random4,3,16,32,12,1,0,0,False
Random1,3,17,64,5,3,0,2,False
Random2,3,17,75,5,3,0,1,False
Random3,3,17,98,3,1,0,0,False
Random4,3,17,35,3,1,0,0,False
Random1,3,18,67,3,3,0,2,False
Random2,3,18,76,1,2,0,1,False
Random3,3,18,92,-6,1,0,0,False
Random4,3,18,53,-6,4,0,0,False
Random1,3,19,71,4,2,0,2,False
Random2,3,19,76,0,1,0,1,False
Random3,3,19,96,4,2,0,0,False
Random4,3,19,61,4,4,0,0,False
Random1,3,20,88,17,4,0,2,False
Random2,3,20,68,-8,1,0,1,False
Random3,3,20,98,2,2,0,0,False
Random4,3,20,66,2,3,0,0,False
Random1,3,20,88,0,1,0,2,True
Random2,3,20,71,3,2,0,2,True
Random3,3,20,105,7,4,0,0,True
Random4,3,20,72,7,3,0,0,True
Random1,4,1,8,8,4,0,2,False
Random2,4,1,4,4,3,0,2,False
Random3,4,1,1,1,1,0,0,False
Random4,4,1,3,1,2,0,0,False
Random1,4,2,11,3,2,0,2,False
Random2,4,2,4,0,1,0,2,False
Random3,4,2,4,3,2,0,0,False
Random4,4,2,13,3,4,0,0,False
Random1,4,3,21,10,4,0,2,False
Random2,4,3,4,0,1,0,2,False
Random3,4,3,4,0,1,0,0,False
Random4,4,3,19,0,3,0,0,False
Random1,4,4,25,4,3,0,2,False
Random2,4,4,4,0,1,0,2,False
Random3,4,4,4,0,1,0,0,False
Random4,4,4,31,0,4,0,0,False
Random1,4,5,29,4,2,0,2,False
Random2,4,5,8,4,2,0,2,False
Random3,4,5,17,13,4,0,0,False
Random4,4,5,26,13,1,0,0,False
Random1,4,6,39,10,4,0,2,False
Random2,4,6,8,0,1,0,2,False
Random3,4,6,17,0,1,0,0,False
Random4,4,6,32,0,3,0,0,False
Random1,4,7,56,17,4,0,2,False
Random2,4,7,8,0,2,0,2,False
Random3,4,7,17,0,2,0,0,False
Random4,4,7,31,0,1,0,0,False
Random1,4,8,60,4,3,0,2,False
Random2,4,8,11,3,2,0,2,False
Random3,4,8,36,19,4,0,0,False
Random4,4,8,21,19,1,0,0,False
Random1,4,9,79,19,4,0,2,False
Random2,4,9,16,5,3,0,2,False
Random3,4,9,28,-8,1,0,0,False
Random4,4,9,21,-8,2,0,0,False
Random1,4,10,79,0,1,0,2,False
Random2,4,10,28,12,4,0,2,False
Random3,4,10,32,4,3,0,0,False
Random4,4,10,21,4,1,0,0,False
Random1,4,11,79,0,1,0,2,False
Random2,4,11,35,7,4,0,2,False
Random3,4,11,36,4,2,0,0,False
Random4,4,11,26,4,3,0,0,False
Random1,4,12,69,-10,1,0,2,False
Random2,4,12,56,21,4,0,2,False
Random3,4,12,37,1,2,0,0,False
Random4,4,12,30,1,3,0,0,False
Random1,4,13,82,13,4,0,2,False
Random2,4,13,57,1,2,0,2,False
Random3,4,13,39,2,3,0,0,False
Random4,4,13,30,2,1,0,0,False
Random1,4,14,82,0,2,0,2,False
Random2,4,14,73,16,4,0,2,False
Random3,4,14,37,-2,1,0,0,False
Random4,4,14,32,-2,3,0,0,False
Random1,4,15,84,2,1,0,2,False
Random2,4,15,75,2,1,0,2,False
Random3,4,15,41,4,3,0,0,False
Random4,4,15,40,4,4,0,0,False
Random1,4,15,110,0,2,0,2,True
Random2,4,15,91,-10,1,0,2,True
Random3,4,15,41,26,6,0,1,True
Random4,4,15,66,26,2,0,0,True
Random1,5,1,0,0,1,0,2,False
Random2,5,1,14,14,4,0,2,False
Random3,5,1,1,1,2,0,1,False
Random4,5,1,1,1,2,0,0,False
Random1,5,2,4,4,2,0,2,False
Random2,5,2,7,-7,1,0,2,False
Random3,5,2,14,13,4,0,1,False
Random4,5,2,7,13,3,0,0,False
Random1,5,3,8,4,2,0,2,False
Random2,5,3,21,14,4,0,2,False
Random3,5,3,4,-10,1,0,1,False
Random4,5,3,15,-10,3,0,0,False
Random1,5,4,8,0,2,0,2,False
Random2,5,4,25,4,3,0,2,False
Random3,5,4,-1,-5,1,0,1,False
Random4,5,4,32,-5,4,0,0,False
Random1,5,5,16,8,4,0,2,False
Random2,5,5,29,4,2,0,2,False
Random3,5,5,3,4,2,0,1,False
Random4,5,5,32,4,1,0,0,False
Random1,5,6,17,1,2,0,2,False
Random2,5,6,33,4,3,0,2,False
Random3,5,6,3,0,1,0,1,False
Random4,5,6,43,0,4,0,0,False
Random1,5,7,18,1,2,0,2,False
Random2,5,7,23,-10,1,0,2,False
Random3,5,7,20,17,4,0,1,False
Random4,5,7,51,17,3,0,0,False
Random1,5,8,23,5,3,0,2,False
Random2,5,8,23,0,1,0,2,False
Random3,5,8,31,11,4,0,1,False
Random4,5,8,51,11,1,0,0,False
Random1,5,9,40,17,4,0,2,False
Random2,5,9,24,1,3,0,2,False
Random3,5,9,29,-2,1,0,1,False
Random4,5,9,51,-2,2,0,0,False
Random1,5,10,40,0,2,0,2,False
Random2,5,10,30,6,3,0,2,False
Random3,5,10,42,13,4,0,1,False
Random4,5,10,48,13,1,0,0,False
Random1,5,11,53,13,4,0,2,False
Random2,5,11,35,5,2,0,2,False
Random3,5,11,50,8,3,0,1,False
Random4,5,11,38,8,1,0,0,False
Random1,5,12,54,1,2,0,2,False
Random2,5,12,38,3,3,0,2,False
Random3,5,12,68,18,4,0,1,False
Random4,5,12,32,18,1,0,0,False
Random1,5,13,60,6,3,0,2,False
Random2,5,13,41,3,2,0,2,False
Random3,5,13,83,15,4,0,1,False
Random4,5,13,24,15,1,0,0,False
Random1,5,14,53,-7,1,0,2,False
Random2,5,14,57,16,4,0,2,False
Random3,5,14,84,1,2,0,1,False
Random4,5,14,30,1,3,0,0,False
Random1,5,15,58,5,3,0,2,False
Random2,5,15,74,17,4,0,2,False
Random3,5,15,78,-6,1,0,1,False
Random4,5,15,30,-6,2,0,0,False
Random1,5,16,61,3,3,0,2,False
Random2,5,16,87,13,4,0,2,False
Random3,5,16,78,0,1,0,1,False
Random4,5,16,30,0,1,0,0,False
Random1,5,16,64,3,2,0,2,True
Random2,5,16,105,18,4,0,2,True
Random3,5,16,68,-10,1,0,1,True
Random4,5,16,35,-10,3,0,1,True
Random1,6,1,4,4,3,0,2,False
Random2,6,1,16,16,4,0,2,False
Random3,6,1,-4,-4,1,0,1,False
Random4,6,1,0,-4,2,0,1,False
Random1,6,2,5,1,3,0,2,False
Random2,6,2,16,0,2,0,2,False
Random3,6,2,-9,-5,1,0,1,False
Random4,6,2,20,-5,4,0,1,False
Random1,6,3,18,13,4,0,2,False
Random2,6,3,7,-9,1,0,2,False
Random3,6,3,3,12,3,0,1,False
Random4,6,3,20,12,2,0,1,False
Random1,6,4,22,4,3,0,2,False
Random2,6,4,7,0,1,0,2,False
Random3,6,4,3,0,1,0,1,False
Random4,6,4,32,0,4,0,1,False
Random1,6,5,23,1,2,0,2,False
Random2,6,5,7,0,1,0,2,False
Random3,6,5,8,5,3,0,1,False
Random4,6,5,42,5,4,0,1,False
Random1,6,6,23,0,1,0,2,False
Random2,6,6,9,2,3,0,2,False
Random3,6,6,9,1,2,0,1,False
Random4,6,6,55,1,4,0,1,False
Random1,6,7,29,6,3,0,2,False
Random2,6,7,17,8,4,0,2,False
Random3,6,7,10,1,1,0,1,False
Random4,6,7,56,1,1,0,1,False
Random1,6,8,53,24,4,0,2,False
Random2,6,8,19,2,3,0,2,False
Random3,6,8,10,0,2,0,1,False
Random4,6,8,46,0,1,0,1,False
Random1,6,9,44,-9,1,0,2,False
Random2,6,9,20,1,2,0,2,False
Random3,6,9,27,17,4,0,1,False
Random4,6,9,53,17,3,0,1,False
Random1,6,10,44,0,1,0,2,False
Random2,6,10,23,3,2,0,2,False
Random3,6,10,31,4,3,0,1,False
Random4,6,10,62,4,4,0,1,False
Random1,6,11,45,1,1,0,2,False
Random2,6,11,27,4,3,0,2,False
Random3,6,11,32,1,1,0,1,False
Random4,6,11,72,1,4,0,1,False
Random1,6,12,49,4,2,0,2,False
Random2,6,12,33,6,3,0,2,False
Random3,6,12,38,6,3,0,1,False
Random4,6,12,72,6,1,0,1,False
Random1,6,13,49,0,2,0,2,False
Random2,6,13,24,-9,1,0,2,False
Random3,6,13,42,4,3,0,1,False
Random4,6,13,93,4,4,0,1,False
Random1,6,14,53,4,2,0,2,False
Random2,6,14,40,16,4,0,2,False
Random3,6,14,46,4,2,0,1,False
Random4,6,14,85,4,1,0,1,False
Random1,6,15,57,4,3,0,2,False
Random2,6,15,40,0,2,0,2,False
Random3,6,15,61,15,4,0,1,False
Random4,6,15,82,15,1,0,1,False
Random1,6,16,68,11,4,0,2,False
Random2,6,16,40,0,1,0,2,False
Random3,6,16,65,4,3,0,1,False
Random4,6,16,83,4,2,0,1,False
Random1,6,17,68,0,1,0,2,False
Random2,6,17,45,5,3,0,2,False
Random3,6,17,69,4,2,0,1,False
Random4,6,17,90,4,4,0,1,False
Random1,6,17,72,4,3,0,2,True
Random2,6,17,45,0,1,0,3,True
Random3,6,17,69,0,1,0,1,True
Random4,6,17,102,0,4,0,1,True
Random1,7,1,4,4,3,0,2,False
Random2,7,1,-5,-5,1,0,3,False
Random3,7,1,17,17,4,0,1,False
Random4,7,1,0,17,2,0,1,False
Random1,7,2,4,0,1,0,2,False
Random2,7,2,5,10,4,0,3,False
Random3,7,2,18,1,2,0,1,False
Random4,7,2,5,1,3,0,1,False
Random1,7,3,-3,-7,1,0,2,False
Random2,7,3,7,2,2,0,3,False
Random3,7,3,24,6,3,0,1,False
Random4,7,3,20,6,4,0,1,False
Random1,7,4,21,24,4,0,2,False
Random2,7,4,-1,-8,1,0,3,False
Random3,7,4,24,0,2,0,1,False
Random4,7,4,20,0,2,0,1,False
Random1,7,5,27,6,3,0,2,False
Random2,7,5,3,4,2,0,3,False
Random3,7,5,30,6,3,0,1,False
Random4,7,5,20,6,1,0,1,False
Random1,7,6,29,2,3,0,2,False
Random2,7,6,3,0,1,0,3,False
Random3,7,6,43,13,4,0,1,False
Random4,7,6,21,13,2,0,1,False
Random1,7,7,38,9,4,0,2,False
Random2,7,7,3,0,1,0,3,False
Random3,7,7,44,1,2,0,1,False
Random4,7,7,27,1,3,0,1,False
Random1,7,8,38,0,2,0,2,False
Random2,7,8,5,2,3,0,3,False
Random3,7,8,61,17,4,0,1,False
Random4,7,8,24,17,1,0,1,False
Random1,7,9,41,3,2,0,2,False
Random2,7,9,18,13,4,0,3,False
Random3,7,9,69,8,3,0,1,False
Random4,7,9,16,8,1,0,1,False
Random1,7,10,41,0,1,0,2,False
Random2,7,10,28,10,4,0,3,False
Random3,7,10,74,5,3,0,1,False
Random4,7,10,17,5,2,0,1,False
Random1,7,11,41,0,2,0,2,False
Random2,7,11,48,20,4,0,3,False
Random3,7,11,70,-4,1,0,1,False
Random4,7,11,17,-4,2,0,1,False
Random1,7,12,41,0,2,0,2,False
Random2,7,12,65,17,4,0,3,False
Random3,7,12,64,-6,1,0,1,False
Random4,7,12,22,-6,3,0,1,False
Random1,7,13,49,8,4,0,2,False
Random2,7,13,65,0,1,0,3,False
Random3,7,13,67,3,2,0,1,False
Random4,7,13,27,3,3,0,1,False
Random1,7,14,50,1,2,0,2,False
Random2,7,14,86,21,4,0,3,False
Random3,7,14,71,4,3,0,1,False
Random4,7,14,17,4,1,0,1,False
Random1,7,15,51,1,2,0,2,False
Random2,7,15,90,4,3,0,3,False
Random3,7,15,64,-7,1,0,1,False
Random4,7,15,35,-7,4,0,1,False
Random1,7,15,51,0,2,0,2,True
Random2,7,15,106,16,4,0,3,True
Random3,7,15,68,4,3,0,1,True
Random4,7,15,31,4,1,0,2,True
Random1,8,1,4,4,3,0,2,False
Random2,8,1,0,0,1,0,3,False
Random3,8,1,12,12,4,0,1,False
Random4,8,1,0,12,1,0,2,False
Random1,8,2,-2,-6,1,0,2,False
Random2,8,2,2,2,2,0,3,False
Random3,8,2,26,14,4,0,1,False
Random4,8,2,6,14,3,0,2,False
Random1,8,3,-1,1,3,0,2,False
Random2,8,3,17,15,4,0,3,False
Random3,8,3,26,0,1,0,1,False
Random4,8,3,6,0,1,0,2,False
Random1,8,4,25,0,2,0,2,False
Random2,8,4,7,16,5,0,3,False
Random3,8,4,52,0,2,0,1,False
Random4,8,4,32,0,2,0,2,False
Random1,8,5,16,-9,1,0,2,False
Random2,8,5,20,13,4,0,3,False
Random3,8,5,59,7,3,0,1,False
Random4,8,5,37,7,2,0,2,False
Random1,8,6,30,14,4,0,2,False
Random2,8,6,32,12,3,0,3,False
Random3,8,6,59,0,2,0,1,False
Random4,8,6,27,0,1,0,2,False
Random1,8,7,43,13,4,0,2,False
Random2,8,7,35,3,3,0,3,False
Random3,8,7,59,0,1,0,1,False
Random4,8,7,27,0,1,0,2,False
Random1,8,8,43,0,1,0,2,False
Random2,8,8,35,0,1,0,3,False
Random3,8,8,67,8,3,0,1,False
Random4,8,8,35,8,3,0,2,False
Random1,8,9,48,5,3,0,2,False
Random2,8,9,49,14,4,0,3,False
Random3,8,9,61,-6,1,0,1,False
Random4,8,9,38,-6,2,0,2,False
Random1,8,10,52,4,3,0,2,False
Random2,8,10,58,9,4,0,3,False
Random3,8,10,63,2,2,0,1,False
Random4,8,10,39,2,1,0,2,False
Random1,8,11,66,14,4,0,2,False
Random2,8,11,49,-9,1,0,3,False
Random3,8,11,67,4,2,0,1,False
Random4,8,11,46,4,3,0,2,False
Random1,8,12,69,3,1,0,2,False
Random2,8,12,55,6,4,0,3,False
Random3,8,12,71,4,3,0,1,False
Random4,8,12,49,4,1,0,2,False
Random1,8,13,69,0,2,0,2,False
Random2,8,13,70,15,4,0,3,False
Random3,8,13,73,2,3,0,1,False
Random4,8,13,48,2,1,0,2,False
Random1,8,14,71,2,3,0,2,False
Random2,8,14,70,0,2,0,3,False
Random3,8,14,63,-10,1,0,1,False
Random4,8,14,72,-10,4,0,2,False
Random1,8,15,85,14,4,0,2,False
Random2,8,15,68,-2,1,0,3,False
Random3,8,15,64,1,2,0,1,False
Random4,8,15,75,1,3,0,2,False
Random1,8,16,88,3,2,0,2,False
Random2,8,16,68,0,1,0,3,False
Random3,8,16,72,8,4,0,1,False
Random4,8,16,80,8,3,0,2,False
Random1,8,17,92,4,3,0,2,False
Random2,8,17,86,18,4,0,3,False
Random3,8,17,63,-9,1,0,1,False
Random4,8,17,83,-9,2,0,2,False
Random1,8,18,99,7,3,0,2,False
Random2,8,18,81,-5,1,0,3,False
Random3,8,18,63,0,2,0,1,False
Random4,8,18,97,0,4,0,2,False
Random1,8,19,99,0,1,0,2,False
Random2,8,19,86,5,3,0,3,False
Random3,8,19,74,11,4,0,1,False
Random4,8,19,97,11,1,0,2,False
Random1,8,19,116,17,4,0,2,True
Random2,8,19,85,-1,1,0,3,True
Random3,8,19,74,0,2,0,2,True
Random4,8,19,97,0,2,0,2,True
Random1,9,1,-6,-6,1,0,2,False
Random2,9,1,6,6,3,0,3,False
Random3,9,1,15,15,4,0,2,False
Random4,9,1,1,15,2,0,2,False
Random1,9,2,-6,0,2,0,2,False
Random2,9,2,10,4,3,0,3,False
Random3,9,2,8,-7,1,0,2,False
Random4,9,2,20,-7,4,0,2,False
Random1,9,3,0,6,2,0,2,False
Random2,9,3,24,14,4,0,3,False
Random3,9,3,-2,-10,1,0,2,False
Random4,9,3,26,-10,2,0,2,False
Random1,9,4,-10,-10,1,0,2,False
Random2,9,4,32,8,3,0,3,False
Random3,9,4,1,3,2,0,2,False
Random4,9,4,41,3,4,0,2,False
Random1,9,5,-10,0,2,0,2,False
Random2,9,5,57,25,4,0,3,False
Random3,9,5,-9,-10,1,0,2,False
Random4,9,5,42,-10,3,0,2,False
Random1,9,6,-10,0,1,0,2,False
Random2,9,6,62,5,3,0,3,False
Random3,9,6,2,11,4,0,2,False
Random4,9,6,42,11,1,0,2,False
Random1,9,7,-16,-6,1,0,2,False
Random2,9,7,62,0,2,0,3,False
Random3,9,7,22,20,4,0,2,False
Random4,9,7,44,20,3,0,2,False
Random1,9,8,-16,0,2,0,2,False
Random2,9,8,65,3,3,0,3,False
Random3,9,8,39,17,4,0,2,False
Random4,9,8,40,17,1,0,2,False
Random1,9,9,-3,13,4,0,2,False
Random2,9,9,65,0,2,0,3,False
Random3,9,9,37,-2,1,0,2,False
Random4,9,9,45,-2,3,0,2,False
Random1,9,10,2,5,4,0,2,False
Random2,9,10,69,4,2,0,3,False
Random3,9,10,41,4,2,0,2,False
Random4,9,10,48,4,1,0,2,False
Random1,9,11,-4,-6,1,0,2,False
Random2,9,11,75,6,3,0,3,False
Random3,9,11,57,16,4,0,2,False
Random4,9,11,48,16,2,0,2,False
Random1,9,12,1,5,2,0,2,False
Random2,9,12,81,6,4,0,3,False
Random3,9,12,62,5,2,0,2,False
Random4,9,12,48,5,1,0,2,False
Random1,9,13,1,0,1,0,2,False
Random2,9,13,90,9,4,0,3,False
Random3,9,13,66,4,3,0,2,False
Random4,9,13,51,4,2,0,2,False
Random1,9,14,1,0,2,0,2,False
Random2,9,14,86,-4,1,0,3,False
Random3,9,14,70,4,3,0,2,False
Random4,9,14,67,4,4,0,2,False
Random1,9,14,3,2,3,0,3,True
Random2,9,14,103,17,4,0,3,True
Random3,9,14,71,1,2,0,2,True
Random4,9,14,63,1,1,0,2,True
Random1,10,1,4,4,2,0,3,False
Random2,10,1,7,7,4,0,3,False
Random3,10,1,0,0,1,0,2,False
Random4,10,1,5,0,3,0,2,False
Random1,10,2,8,4,1,0,3,False
Random2,10,2,11,4,1,0,3,False
Random3,10,2,4,4,1,0,2,False
Random4,10,2,9,4,1,0,2,False
Random1,10,3,3,-5,1,0,3,False
Random2,10,3,11,0,2,0,3,False
Random3,10,3,6,2,3,0,2,False
Random4,10,3,28,2,4,0,2,False
Random1,10,4,22,19,4,0,3,False
Random2,10,4,8,-3,1,0,3,False
Random3,10,4,6,0,2,0,2,False
Random4,10,4,28,0,2,0,2,False
Random1,10,5,26,4,3,0,3,False
Random2,10,5,8,0,2,0,3,False
Random3,10,5,-4,-10,1,0,2,False
Random4,10,5,50,-10,4,0,2,False
Random1,10,6,22,-4,1,0,3,False
Random2,10,6,8,0,2,0,3,False
Random3,10,6,13,17,4,0,2,False
Random4,10,6,53,17,3,0,2,False
Random1,10,7,23,1,3,0,3,False
Random2,10,7,27,19,4,0,3,False
Random3,10,7,13,0,2,0,2,False
Random4,10,7,49,0,1,0,2,False
Random1,10,8,46,23,4,0,3,False
Random2,10,8,27,0,2,0,3,False
Random3,10,8,6,-7,1,0,2,False
Random4,10,8,49,-7,2,0,2,False
Random1,10,9,65,19,4,0,3,False
Random2,10,9,27,0,2,0,3,False
